from,to,time (ms),mem (kb),order_min,order_max,order_median,size_min,size_max,size_median,density_min,density_max,density_median
14132,14142,21360,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14142,14152,21900,2127584,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14152,14162,21660,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14162,14172,20320,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14172,14182,21320,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14182,14192,21510,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14192,14202,20940,2126812,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14202,14212,21480,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14212,14222,22100,2145932,29,77,29.0,77,77,77.0,0.02631578947368421,0.1896551724137931,0.1896551724137931
14222,14232,20210,2125532,22,29,29.0,77,77,77.0,0.1896551724137931,0.3333333333333333,0.1896551724137931
14232,14242,21180,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14242,14252,21080,2126296,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14252,14262,22070,2139868,29,50,29.0,77,77,77.0,0.06285714285714286,0.1896551724137931,0.1896551724137931
14262,14272,16990,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14272,14282,20910,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14282,14292,21650,2123232,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14292,14302,21000,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14302,14312,21910,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14312,14322,20940,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14322,14332,21460,2127840,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14332,14342,21370,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14342,14352,21460,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14352,14362,21710,2126812,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14362,14372,21300,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14372,14382,21810,2121952,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14382,14392,21580,2122460,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14392,14402,21550,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14402,14412,21110,2122460,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14412,14422,21610,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14422,14432,21190,2126560,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14432,14442,21470,2121952,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14442,14452,20050,2135012,29,50,29.0,77,77,77.0,0.06285714285714286,0.1896551724137931,0.1896551724137931
14452,14462,21070,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14462,14472,21300,2121692,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14472,14482,21220,2140128,21,50,29.0,77,77,77.0,0.06285714285714286,0.36666666666666664,0.1896551724137931
14482,14492,21930,2137056,23,50,29.0,77,77,77.0,0.06285714285714286,0.30434782608695654,0.1896551724137931
14492,14502,17660,2127324,20,29,29.0,77,77,77.0,0.1896551724137931,0.4052631578947368,0.1896551724137931
14502,14512,21240,2126304,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14512,14522,20780,2126556,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14522,14532,21250,2127068,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14532,14542,21830,2118620,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14542,14552,21450,2121184,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14552,14562,21440,2120416,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14562,14572,21220,2126556,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14572,14582,21810,2127584,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14582,14592,21440,2127324,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14592,14602,21500,2126980,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14602,14612,21140,2122204,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14612,14622,21060,2122720,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14622,14632,21610,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14632,14642,21280,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14642,14652,16050,2122464,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14652,14662,21100,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14662,14672,21370,2127840,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14672,14682,21880,2127396,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14682,14692,21430,2128096,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14692,14702,21250,2122468,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14702,14712,21160,2119644,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14712,14722,21530,2121944,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14722,14732,20860,2121436,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14732,14742,21600,2126808,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14742,14752,23870,2147808,22,50,50.0,77,77,77.0,0.06285714285714286,0.3333333333333333,0.06285714285714286
14752,14762,20970,2125028,23,29,29.0,77,77,77.0,0.1896551724137931,0.30434782608695654,0.1896551724137931
14762,14772,20890,2119392,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14772,14782,20910,2118364,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14782,14792,21280,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14792,14802,21220,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14802,14812,20940,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14812,14822,21170,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14822,14832,20740,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14832,14842,21300,2121696,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14842,14852,21220,2121952,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14852,14862,21570,2121184,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14862,14872,21400,2127332,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14872,14882,21730,2126808,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14882,14892,21280,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14892,14902,21260,2122464,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14902,14912,21610,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14912,14922,21800,2126812,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14922,14932,22850,2127328,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14932,14942,21560,2126592,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14942,14952,20650,2122208,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14952,14962,21470,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14962,14972,20660,2127332,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14972,14982,16630,2121184,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14982,14992,20840,2121696,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
14992,15002,22160,2121948,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15002,15012,20930,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15012,15022,21390,2122720,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15022,15032,21530,2128096,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15032,15042,21790,2127072,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15042,15052,22410,2121952,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15052,15062,21280,2127352,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15062,15072,20610,2126304,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15072,15082,21090,2122464,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15082,15092,21410,2122724,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15092,15102,20090,2126816,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15102,15112,19940,2121184,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15112,15122,10920,2121692,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15122,15132,11410,2126812,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15132,15142,11090,2126476,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15142,15152,11010,2125680,29,29,29.0,77,77,77.0,0.1896551724137931,0.1896551724137931,0.1896551724137931
15152,15162,12160,2149376,22,52,52.0,78,78,78.0,0.058823529411764705,0.33766233766233766,0.058823529411764705
15162,15172,13820,2155744,52,52,52.0,78,78,78.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
15172,15182,12090,2148544,13,52,45.5,78,78,78.0,0.058823529411764705,1.0,0.08204334365325078
15182,15192,13100,2152892,23,52,52.0,78,78,78.0,0.058823529411764705,0.308300395256917,0.058823529411764705
15192,15202,12430,2150880,24,52,52.0,78,78,78.0,0.058823529411764705,0.2826086956521739,0.058823529411764705
15202,15212,12870,2153988,24,52,52.0,78,78,78.0,0.058823529411764705,0.2826086956521739,0.058823529411764705
15212,15222,13060,2150084,24,52,52.0,78,78,78.0,0.058823529411764705,0.2826086956521739,0.058823529411764705
15222,15232,13140,2152876,19,52,52.0,78,78,78.0,0.058823529411764705,0.45614035087719296,0.058823529411764705
15232,15242,10980,2134496,19,52,23.0,79,79,79.0,0.05957767722473605,0.4619883040935672,0.31225296442687744
15242,15252,11250,2129632,20,40,24.0,79,80,79.0,0.10256410256410256,0.42105263157894735,0.286231884057971
15252,15262,12330,2149636,19,50,32.0,80,80,80.0,0.0653061224489796,0.4678362573099415,0.16129032258064516
15262,15272,12670,2156768,20,52,46.5,80,80,80.0,0.06033182503770739,0.42105263157894735,0.07894640032373175
15272,15282,10880,2136036,16,40,25.0,80,80,80.0,0.10256410256410256,0.6666666666666666,0.26666666666666666
15282,15292,11420,2130912,24,32,25.0,80,80,80.0,0.16129032258064516,0.2898550724637681,0.26666666666666666
15292,15302,10750,2134496,16,32,25.0,80,80,80.0,0.16129032258064516,0.6666666666666666,0.26666666666666666
15302,15312,13080,2155992,20,54,48.5,80,81,81.0,0.05660377358490566,0.42105263157894735,0.07220226022332209
15312,15322,12810,2156768,18,54,40.0,81,81,81.0,0.05660377358490566,0.5294117647058824,0.14477503628447025
15322,15332,12890,2154496,18,54,39.0,81,81,81.0,0.05660377358490566,0.5294117647058824,0.17504101722723545
15332,15342,14330,2162520,20,54,54.0,81,81,81.0,0.05660377358490566,0.4263157894736842,0.05660377358490566
15342,15352,13430,2163968,18,54,53.0,81,81,81.0,0.05660377358490566,0.5294117647058824,0.05878084179970972
15352,15362,11270,2141152,19,42,25.0,81,82,82.0,0.09523809523809523,0.47953216374269003,0.2733333333333333
15362,15372,11030,2144992,19,42,23.5,82,83,82.5,0.09523809523809523,0.47953216374269003,0.3143939393939394
15372,15382,11160,2135928,21,25,24.0,83,84,83.0,0.27666666666666667,0.3952380952380952,0.30434782608695654
15382,15392,11520,2142584,24,56,24.0,84,84,84.0,0.05454545454545454,0.30434782608695654,0.30434782608695654
15392,15402,12600,2160864,24,56,24.5,84,84,84.0,0.05454545454545454,0.30434782608695654,0.2921739130434783
15402,15412,11990,2146016,23,42,24.0,84,84,84.0,0.0975609756097561,0.33201581027667987,0.30434782608695654
15412,15422,11580,2148216,24,42,24.0,84,84,84.0,0.0975609756097561,0.30434782608695654,0.30434782608695654
15422,15432,11860,2137056,24,56,24.0,84,84,84.0,0.05454545454545454,0.30434782608695654,0.30434782608695654
15432,15442,14770,2172176,24,56,56.0,84,84,84.0,0.05454545454545454,0.30434782608695654,0.05454545454545454
15442,15452,11400,2128304,24,24,24.0,84,84,84.0,0.30434782608695654,0.30434782608695654,0.30434782608695654
15452,15462,11410,2132704,24,30,24.0,84,84,84.0,0.19310344827586207,0.30434782608695654,0.30434782608695654
15462,15472,11990,2149600,23,56,24.0,84,84,84.0,0.05454545454545454,0.33201581027667987,0.30434782608695654
15472,15482,12550,2167416,14,85,24.0,84,84,84.0,0.023529411764705882,0.9230769230769231,0.30434782608695654
15482,15492,11980,2159328,20,56,25.0,84,85,85.0,0.05454545454545454,0.4473684210526316,0.2833333333333333
15492,15502,11510,2150112,17,34,26.0,85,86,85.0,0.15151515151515152,0.625,0.26274928774928774
15502,15512,12210,2146240,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15512,15522,12100,2153820,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15522,15532,11980,2154208,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15532,15542,12260,2154208,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15542,15552,12220,2154464,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15552,15562,12330,2152928,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15562,15572,11790,2153696,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15572,15582,12320,2152928,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15582,15592,12480,2154464,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15592,15602,12330,2154152,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15602,15612,12210,2154464,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15612,15622,12030,2153440,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15622,15632,11940,2153444,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15632,15642,11940,2153184,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15642,15652,12240,2154976,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15652,15662,12250,2153440,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15662,15672,11820,2152928,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15672,15682,11970,2152668,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15682,15692,11900,2154208,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15692,15702,11920,2153440,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15702,15712,12730,2154208,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15712,15722,12330,2153952,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15722,15732,12150,2153952,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15732,15742,12340,2154464,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15742,15752,12100,2153696,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15752,15762,12050,2154464,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15762,15772,12260,2154208,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15772,15782,12850,2153692,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15782,15792,13370,2152872,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15792,15802,14950,2153956,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15802,15812,21900,2153440,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15812,15822,21680,2153696,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15822,15832,21950,2153440,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15832,15842,21730,2153696,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15842,15852,22400,2153696,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
15852,15862,22430,2153948,30,30,30.0,86,86,86.0,0.19770114942528735,0.19770114942528735,0.19770114942528735
